# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
1            0            2
2            0            3
3            0            4
4            0            5
5            0            6
6            0            7
8            0            8
9            0            9
9            0            10
10            0            11
11            0            12
11            0            13
12            0            14
13            0            15
14            0            16
15            0            17
15            0            18
16            0            19
17            0            20
18            0            21
19            0            22
19            0            23
20            0            24
21            0            25
22            0            26
23            0            27
24            0            28
25            0            29
26            0            30
