# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
0            1            2
0            2            3
0            3            4
0            4            5
0            5            6
0            6            7
0            8            8
0            9            9
0            10            10
0            11            11
0            12            12
0            13            13
0            13            14
0            15            15
0            16            16
0            17            17
0            17            18
0            18            19
0            19            20
0            20            21
0            21            22
0            21            23
0            22            24
0            23            25
0            23            26
0            26            27
0            27            28
0            28            29
0            29            30
