# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
1            0            2
2            0            3
3            0            4
4            0            5
5            0            6
6            0            7
8            0            8
9            0            9
9            0            10
10            0            11
11            0            12
12            0            13
13            0            14
14            0            15
15            0            16
16            0            17
16            0            18
17            0            19
17            0            20
17            0            21
17            0            22
17            0            23
17            0            24
17            0            25
17            0            26
17            0            27
17            0            28
17            0            29
17            0            30
