# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
0            1            2
0            2            3
0            3            4
0            3            5
0            4            6
0            4            7
0            6            8
0            6            9
0            8            10
0            8            11
0            9            12
0            9            13
0            10            14
0            11            15
0            12            16
0            13            17
0            13            18
0            14            19
0            15            20
0            16            21
0            17            22
0            18            23
0            20            24
0            21            25
0            22            26
0            23            27
0            24            28
0            25            29
0            26            30
