# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
0            1            2
0            2            3
0            3            4
0            3            5
0            5            6
0            6            7
0            8            8
0            9            9
0            10            10
0            11            11
0            12            12
0            13            13
0            14            14
0            14            15
0            16            16
0            17            17
0            18            18
0            19            19
0            20            20
0            21            21
0            22            22
0            23            23
0            25            24
0            26            25
0            27            26
0            29            27
0            30            28
0            31            29
0            32            30
