# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
1            0            2
1            0            3
1            1            4
2            1            5
3            1            6
4            1            7
5            1            8
6            1            9
7            1            10
8            1            11
9            1            12
10            1            13
11            1            14
11            1            15
12            1            16
13            1            17
14            1            18
15            1            19
16            1            20
17            1            21
18            1            22
19            1            23
21            1            24
22            1            25
22            1            26
23            1            27
24            1            28
25            1            29
25            1            30
