# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
0            0            2
0            1            3
0            2            4
0            2            5
1            2            6
1            3            7
2            3            8
2            3            9
2            4            10
2            4            11
2            4            12
2            4            13
2            4            14
2            4            15
2            4            16
2            5            17
2            5            18
2            5            19
2            5            20
2            5            21
2            5            22
2            6            23
2            6            24
2            7            25
2            8            26
2            8            27
2            8            28
2            9            29
2            9            30
