# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
0            1            2
0            2            3
0            3            4
0            4            5
0            5            6
0            6            7
0            8            8
0            9            9
0            10            10
0            10            11
0            11            12
0            12            13
0            13            14
0            14            15
0            14            16
0            14            17
0            15            18
0            16            19
0            17            20
0            18            21
0            19            22
0            19            23
0            20            24
0            21            25
0            22            26
0            24            27
0            25            28
0            26            29
0            27            30
