# Honest_blocks Fraudolent_blocks Cycle 
0            0            1
0            1            2
0            2            3
0            3            4
0            4            5
0            5            6
0            6            7
0            7            8
0            8            9
0            9            10
0            10            11
0            11            12
0            12            13
0            13            14
0            14            15
0            15            16
0            16            17
0            17            18
0            18            19
0            18            20
0            19            21
0            20            22
0            21            23
0            22            24
0            23            25
0            24            26
0            26            27
0            27            28
0            28            29
0            28            30
